question,answer,type
What is the theme of the national pavilion?,"The main theme of the national pavilion is to introduce visitors to Kazakhstan's culture and creativity, as well as its contributions to sustainable energy.",1
There is a national pavilion.,"The main theme of the national pavilion is to introduce visitors to Kazakhstan's culture and creativity, as well as its contributions to sustainable energy.",1
What is the national pavilion's theme?,"The main theme of the national pavilion is to introduce visitors to Kazakhstan's culture and creativity, as well as its contributions to sustainable energy.",1
How does the building affect energy use?,"The spherical building incorporates wind generators on top, which generate power and reduce energy consumption from the grid.",1
What does the spherical building do to reduce energy consumption?,"The spherical building incorporates wind generators on top, which generate power and reduce energy consumption from the grid.",1
What does the spherical building do to reduce energy use?,"The spherical building incorporates wind generators on top, which generate power and reduce energy consumption from the grid.",1
How does the spherical building affect energy use?,"The spherical building incorporates wind generators on top, which generate power and reduce energy consumption from the grid.",1
How does the building affect energy consumption?,"The spherical building incorporates wind generators on top, which generate power and reduce energy consumption from the grid.",1
The Museum of future energy has different types of exhibitions.,The Museum of future energy hosts exhibitions showcasing innovative projects and initiatives related to sustainable energy.,1
What types of exhibitions are held in the Museum of future energy?,The Museum of future energy hosts exhibitions showcasing innovative projects and initiatives related to sustainable energy.,1
The Museum of future energy has exhibitions.,The Museum of future energy hosts exhibitions showcasing innovative projects and initiatives related to sustainable energy.,1
The Museum of future energy has a variety of exhibitions.,The Museum of future energy hosts exhibitions showcasing innovative projects and initiatives related to sustainable energy.,1
The Museum of future energy holds exhibitions.,The Museum of future energy hosts exhibitions showcasing innovative projects and initiatives related to sustainable energy.,1
What is the size of the exhibition area?,"The exhibition area covers a significant area, including the spherical building, national pavilion, and other facilities.",1
What is the size of the area?,"The exhibition area covers a significant area, including the spherical building, national pavilion, and other facilities.",1
What is the total size of the exhibition area?,"The exhibition area covers a significant area, including the spherical building, national pavilion, and other facilities.",1
What is the size of the exhibition?,"The exhibition area covers a significant area, including the spherical building, national pavilion, and other facilities.",1
What is the overall size of the exhibition area?,"The exhibition area covers a significant area, including the spherical building, national pavilion, and other facilities.",1
The expo exhibition promotes international cooperation.,"The EXPO exhibition serves as a platform for countries to exchange ideas, showcase innovations, and collaborate on global challenges such as sustainable development.",1
How does the exhibition promote international cooperation?,"The EXPO exhibition serves as a platform for countries to exchange ideas, showcase innovations, and collaborate on global challenges such as sustainable development.",1
How does the exposition promote international cooperation?,"The EXPO exhibition serves as a platform for countries to exchange ideas, showcase innovations, and collaborate on global challenges such as sustainable development.",1
How does the expo promote international cooperation?,"The EXPO exhibition serves as a platform for countries to exchange ideas, showcase innovations, and collaborate on global challenges such as sustainable development.",1
How does the exhibition promote cooperation?,"The EXPO exhibition serves as a platform for countries to exchange ideas, showcase innovations, and collaborate on global challenges such as sustainable development.",1
